Replication,Phoenix,Denver,Chicago,Atlanta
6391,13.0643,95.9649,166.918,124.053
6392,12.9006,94.848,167.497,124.754
6393,12.7193,96.4327,166.228,124.62
6394,11.8947,98.5146,165.135,124.456
6395,12.1111,95.9591,166.211,125.719
6396,12.7193,99.1404,163.339,124.801
6397,11.9766,96.6608,166.316,125.047
6398,13.8129,97.7076,166.474,122.006
6399,11.3743,98.731,165.585,124.31
6400,12.8304,97.4386,166.421,123.31
6401,13.0643,96.538,165.912,124.485
6402,12.5906,98.8713,165.48,123.058
6403,12.614,98.7836,164.222,124.38
6404,12.1988,97.8246,167.041,122.936
6405,11.6316,99.848,168.52,120
6406,12.2047,98.3509,166.977,122.468
6407,12.4035,96.9708,165.099,125.526
6408,12.4152,97.6257,166.012,123.947
6409,13.0643,98.076,165.485,123.374
6410,12.0234,96.9825,166.099,124.895
6411,11.5614,99.193,164.725,124.52
6412,13.2222,97.1404,165.591,124.047
6413,13.1579,99.8772,163.579,123.386
6414,12.4211,95.6374,166.105,125.836
6415,11.9766,99.3743,164.398,124.251
6416,11.5439,95.5614,166.374,126.52
6417,12.1754,97.6959,167.813,122.316
6418,12.4327,98.0234,165.082,124.462
6419,11.6784,98.538,166.088,123.696
6420,11.9474,98.3216,162.743,126.988
6421,12.4971,99.0819,165.667,122.754
6422,12.8655,97.0702,164.427,125.637
6423,12.1053,97.3099,166.579,124.006
6424,12.3041,95.6257,166.181,125.889
6425,13.2105,97.6667,163.836,125.287
6426,12.2573,96.9825,165.602,125.158
6427,11.7193,97.6316,165.637,125.012
6428,11.3158,99.2105,164.497,124.977
6429,11.924,98.0643,163.754,126.257
6430,12.3684,96.6842,167.018,123.93
6431,12.7368,98.614,163.556,125.094
6432,12.7895,98.5497,164.012,124.649
6433,12.3684,97.5731,165.228,124.83
6434,11.7895,98.2924,164.088,125.83
6435,12.6959,96.9708,165.947,124.386
6436,12.269,95.9883,166.351,125.392
6437,12.6023,99.3158,164.509,123.573
6438,12.7135,96.1228,166.982,124.181
6439,12.7953,98.2515,164.544,124.409
6440,12.269,99.4503,163.368,124.912
6441,12.3801,97.6433,167.38,122.596
6442,12.6316,98.6199,164.684,124.064
6443,12.2281,96.3626,167.468,123.942
6444,11.7895,97.9474,166.368,123.895
6445,11.4269,99.7193,167.117,121.737
6446,12.2865,98.3977,165.83,123.485
6447,13.4211,96.2515,166.181,124.146
6448,12.5614,99.8363,162.737,124.865
6449,13.0585,94.8655,166.31,125.766
6450,12.2515,98.3158,166.117,123.316
6451,13.5614,95.9123,166.292,124.234
6452,12.6316,97.2047,167.766,122.398
6453,11.9298,98.4971,167.199,122.374
6454,12.6257,96.8187,165.579,124.977
6455,13.2047,96.3626,164.825,125.608
6456,12.3392,99.848,164.62,123.193
6457,12.0117,99.6725,165.123,123.193
6458,12.4211,97.8713,164.199,125.509
6459,11.1462,97.4854,164.906,126.462
6460,12.5263,98.2924,165.012,124.17
6461,12.0819,97.7368,166.287,123.895
6462,12.731,97.1462,164.965,125.158
6463,13.4211,96.6082,166.561,123.409
6464,12.9649,97.8304,163.702,125.503
6465,12.2515,94.9181,165.298,127.532
6466,12.1754,99.4327,161.795,126.596
6467,13.1813,98.9883,164.187,123.643
6468,12.4094,96.7719,165.427,125.392
6469,12.3567,97.7076,165.246,124.69
6470,12.1228,101.608,164.883,121.386
6471,12.6433,97.7018,164.456,125.199
6472,12.8713,99.9532,164.76,122.415
6473,12.6257,100.322,164.854,122.199
6474,11.7135,100.269,163.269,124.749
6475,13.2865,97.3158,165.012,124.386
6476,12.7485,99.5322,163.62,124.099
6477,11.6023,98.4678,165.865,124.064
6478,12.7251,95.4327,167.187,124.655
6479,12.5146,96.7193,165.374,125.392
6480,12.3099,98.9123,165.012,123.766
6481,13.0409,97.7836,164.661,124.515
6482,12.7895,99.3918,164.281,123.538
6483,12.3567,98.0292,167.719,121.895
6484,11.6842,98.117,165.877,124.322
6485,12.7836,98.2573,165.018,123.942
6486,12.5205,93.7544,165.608,128.117
6487,11.6725,99,164.012,125.316
6488,13.9649,94.5848,164.573,126.877
6489,11.5556,97.0117,165.854,125.579
6490,13.2281,97.4327,165.906,123.433
6491,12.7485,95.5322,166.678,125.041
6492,11.9766,95.655,166.386,125.982
6493,13.0468,100.018,164.491,122.444
6494,12.4737,97.8596,165.825,123.842
6495,11.7602,96.5146,165.07,126.655
6496,13.5556,99.0585,165.784,121.602
6497,11.5789,97.6316,165.509,125.281
6498,12.8596,96.7719,165.865,124.503
6499,12.8421,98.6316,164.836,123.69
6500,11.5789,97.6667,167.883,122.871
6501,12.0877,97.9006,164.906,125.105
6502,13.4561,96.7076,164.825,125.012
6503,11.9649,97.1754,166.339,124.52
6504,12.4854,98.2749,162.801,126.439
6505,12.8947,97.7251,164.427,124.953
6506,12.3041,95.3216,166.602,125.772
6507,12.193,98.4327,165.38,123.994
6508,12.2982,97.9006,165.251,124.55
6509,12.076,98.1696,165.193,124.561
6510,12.3626,96.1637,165.14,126.333
6511,12.3509,95.7661,166.275,125.608
6512,12.7778,98.6433,164.474,124.105
6513,12.7602,97.0292,164.339,125.871
6514,12.1988,99.3158,164.52,123.965
6515,12.8129,96.3684,166.035,124.784
6516,11.076,98.8538,164.012,126.058
6517,12.7778,97.5965,164.52,125.105
6518,13.6608,96.5439,164.526,125.269
6519,11.9474,96.3684,166.322,125.363
6520,12.9708,97.6959,164.743,124.591
6521,12.8889,97.0175,166.345,123.749
6522,12.5556,98.2398,165,124.205
6523,11.7076,96.8012,167.649,123.842
6524,12.4211,96.9064,165.977,124.696
6525,12.1696,97.3333,165.778,124.719
6526,11.8304,100.327,162.982,124.86
6527,13.4152,98.7895,166.433,121.363
6528,12.6725,96.9591,163.69,126.678
6529,12.4854,99.2456,164.749,123.52
6530,13.269,95.4444,166.83,124.456
6531,12.3158,97.7076,166.076,123.901
6532,11.7719,97.076,167.667,123.485
6533,13.848,97.1988,163.596,125.357
6534,12.0702,99.1579,165.444,123.327
6535,11.3567,101.567,163.795,123.281
6536,11.1988,99.2924,166.216,123.292
6537,12.4152,97.0994,165.579,124.906
6538,12.9006,98.5965,163.316,125.187
6539,12.7018,98.614,166.099,122.585
6540,12.6842,97.7953,165.977,123.544
6541,13.5906,96.5556,164.029,125.825
6542,11.5029,99.6667,167.053,121.778
6543,12.7427,96.924,166.427,123.906
6544,11.9298,97.7836,165.965,124.322
6545,12.7544,97.3275,166.228,123.69
6546,13.8538,96.7251,165.649,123.772
6547,11.4444,97.4912,167.135,123.93
6548,13.3099,96.8538,164.363,125.474
6549,12.3977,97.0175,166.433,124.152
6550,12.0526,97.2924,165.544,125.111
6551,12.4094,97.7836,165.602,124.205
6552,12.3333,96.3743,168.047,123.246
6553,13.0936,97,165.053,124.854
6554,12.5789,97.4152,165.287,124.719
6555,12.807,98.9942,163.602,124.596
6556,12.1462,97.4094,165.807,124.637
6557,12.1871,96.3743,165.982,125.456
6558,12.5965,96.614,164.006,126.784
6559,12.8538,96.3041,165.977,124.865
6560,12.2515,99.6959,164.281,123.772
6561,12.9532,96.9474,167.234,122.865
6562,11.7836,98.2982,164.895,125.023
6563,11.8304,98.4737,167.012,122.684
6564,12.6725,96.5263,166.228,124.573
6565,12.7193,99.3626,165.889,122.029
6566,12.0702,98.7544,165.333,123.842
6567,13.7836,99.5497,164.889,121.778
6568,11.5673,97.6667,166.491,124.275
6569,12.8012,96.4854,165.76,124.953
6570,12.8772,98.1579,165.14,123.825
6571,12.3333,96.9006,165.24,125.526
6572,13.3275,99.3801,165.439,121.854
6573,12.2047,97.807,164.316,125.673
6574,11.7251,99.4854,165.936,122.854
6575,12.6959,96.0175,166.532,124.754
6576,11.9064,96.8129,168.263,123.018
6577,12.5673,96.6667,165.158,125.608
6578,11.8129,97.2281,165.175,125.784
6579,12.1053,97.9532,165.766,124.175
6580,13.6491,98.2632,165.731,122.357
6581,11.4444,99.0994,165.38,124.076
6582,11.7836,98.345,163.772,126.099
6583,12.193,98.4912,165.579,123.737
6584,11.2515,98.3099,163.515,126.924
6585,13.4444,100.047,164.491,122.018
6586,11.8538,97.3918,165.462,125.292
6587,12.9123,98.4327,163.585,125.07
6588,12.7135,96.8304,165.889,124.567
6589,12.5029,96.8012,166.012,124.684
6590,11.9006,99.1696,163.702,125.228
6591,13.1579,97.3041,163.491,126.047
6592,12.6082,97.4327,165.649,124.31
6593,13.1345,98.4737,163.626,124.766
6594,13.3626,94.1228,166.082,126.433
6595,12.655,95.2515,166.368,125.725
6596,13.4327,98.1637,165.971,122.433
6597,13.6667,97.4737,163.678,125.181
6598,11.538,96.0292,164.064,128.368
6599,12.4737,97.076,166.456,123.994
6600,12.8187,96.5614,163.082,127.538
6601,12.6842,99.0351,166.895,121.386
6602,12.7953,97.4503,165.164,124.591
6603,12.0643,98.6374,164.24,125.058
6604,12.731,98.9006,165.304,123.064
6605,12.7485,99.1637,164.094,123.994
6606,12.7135,97.9649,163.918,125.404
6607,13.2749,98.6257,164.515,123.585
6608,12.2339,96.7018,164.842,126.222
6609,12.3977,97.9064,166.994,122.702
6610,12.8187,98.924,165.69,122.567
6611,13.9181,96.5439,163.772,125.766
6612,12.1462,97.6023,164.86,125.392
6613,12.4444,98.3275,166.246,122.982
6614,12.0702,96.2573,165.836,125.836
6615,12.8538,97.7135,165.351,124.082
6616,12.7251,96.9942,165.415,124.865
6617,11.807,97.848,166.433,123.912
6618,12.538,96.4386,165.579,125.444
6619,12.0526,99.3626,165.345,123.24
6620,12.1404,98.5848,165.468,123.807
6621,12.0234,96.4561,166.895,124.626
6622,12.4912,96.5322,166.368,124.608
6623,12.7544,99.0175,165.825,122.404
6624,12.655,97.7836,165.678,123.883
6625,12.7719,97.6959,165.971,123.561
6626,12.2398,99.5497,163.877,124.333
6627,12.6608,98.462,165.854,123.023
6628,12.8363,97.8012,164.269,125.094
6629,12.5029,94.9181,167.474,125.105
6630,12.8363,96.5789,164.702,125.883
6631,12.7135,97.0643,164.643,125.579
6632,11.3333,97.5731,167.596,123.497
6633,11.4912,98.9474,164.924,124.637
6634,12.193,97.6082,165.041,125.158
6635,12.5146,97.9181,164.439,125.129
6636,12.5965,95.8947,163.228,128.281
6637,12.6082,96.7544,166.047,124.591
6638,12.2105,97.1696,166.708,123.912
6639,12.8304,100.48,163.579,123.111
6640,11.4678,99.0351,165.012,124.485
6641,12.0058,96.883,166.415,124.696
6642,12.4444,97.6433,164.31,125.602
6643,12.6257,96.6257,168.047,122.702
6644,12.3216,97.2105,166.404,124.064
6645,12.3684,101.146,163.819,122.667
6646,13.1988,98.4971,162.83,125.474
6647,12.614,96.9649,165.234,125.187
6648,11.3509,97.345,167.994,123.31
6649,12.883,96.5322,163.836,126.749
6650,12.6257,97.2865,164.825,125.263
6651,12.7018,96.152,165.596,125.55
6652,12.7602,99.4094,164.14,123.69
6653,11.8012,98.4854,164.427,125.287
6654,11.924,96.848,165.327,125.901
6655,13.6082,97.0994,166.789,122.503
6656,12.7251,96.9064,166.088,124.281
6657,11.807,95.6023,166.228,126.363
6658,12.2222,98.193,165.807,123.778
6659,12.5556,98.5263,165.678,123.24
6660,12.6023,98.7719,164.719,123.906
6661,12.4386,99.3158,165.263,122.982
6662,12.2105,96.8655,165.193,125.731
6663,12.2807,96.9532,165.614,125.152
6664,12.883,98.5673,164.708,123.842
6665,12.9298,94.8187,165.918,126.333
6666,12.731,96.7719,167.327,123.17
6667,12.7836,98.5731,166.83,121.813
6668,12.9415,97.7251,164.526,124.807
6669,11.9123,97.5322,165.292,125.263
6670,12.5439,97.2515,164.135,126.07
6671,10.8655,98.2632,165.889,124.982
6672,13.2456,97.6199,164.614,124.52
6673,12.5556,99.8538,164.661,122.93
6674,13.1345,97.4386,166.544,122.883
6675,11.9123,99.3743,165.456,123.257
6676,12.9708,95.0234,164.567,127.439
6677,12.152,99.0175,165.573,123.257
6678,13.1579,96.4737,164.883,125.485
6679,11.7427,97.7251,166.795,123.737
6680,13.1579,97.0468,165.754,124.041
6681,12.5146,99.386,162.567,125.532
6682,11.9825,100.69,166.415,120.912
6683,12.5439,99.5614,165.17,122.725
6684,12.0702,97.0409,166.924,123.965
6685,13.0994,97.6023,164.292,125.006
6686,12.4737,98.1345,163.287,126.105
6687,12.9708,96.8947,165.064,125.07
6688,12.4327,99.4795,165.363,122.725
6689,11.9123,98.7661,165.585,123.737
6690,12.3684,98.1287,166.31,123.193
6691,13.3392,98.1228,163.76,124.778
6692,12.6842,98.9474,164.491,123.877
6693,12.7602,95.4854,164.596,127.158
6694,12.2105,99.8947,165.228,122.667
6695,12.1988,100.339,162.047,125.415
6696,12.5205,96.8246,166.462,124.193
6697,11.1637,98.0526,165.322,125.462
6698,13.7427,97.5497,166.205,122.503
6699,11.9942,98.883,163.93,125.193
6700,12.3918,96.924,164.404,126.281
6701,12.4094,97.6374,165.667,124.287
6702,12.2865,97.9298,167.567,122.216
6703,12.2281,97.5673,164.69,125.515
6704,13.1579,94.848,166.637,125.357
6705,12.9298,96.5731,165.181,125.316
6706,12.386,97.3743,168.111,122.129
6707,12.7778,96.1696,165.246,125.807
6708,11.7778,97.8304,165.667,124.725
6709,12.2222,97.5146,164.193,126.07
6710,13.2398,97.2398,165.673,123.848
6711,12.3275,96.0409,165.713,125.918
6712,11.9883,97.6257,167.211,123.175
6713,13.2865,95.6023,165.643,125.468
6714,13.4854,96.2515,165.825,124.439
6715,11.3392,99.5029,164.971,124.187
6716,12.3918,96.1696,166.257,125.181
6717,11.8246,99.7135,164.509,123.953
6718,12.1637,98.386,166.322,123.129
6719,12.6667,98.1988,164.251,124.883
6720,14,98.7076,162.31,124.982
6721,13.193,97.076,165.468,124.263
6722,12.0585,96.1988,165.076,126.667
6723,12.9298,98.883,163.731,124.456
6724,12.9064,98.0994,163.082,125.912
6725,11.9766,96.5556,166.164,125.304
6726,13.1287,96.7193,165.129,125.023
6727,11.5965,97.0292,166.994,124.38
6728,12.9474,97.8538,164.462,124.737
6729,12.117,98.6257,164.924,124.333
6730,11.7368,96.1111,166.901,125.251
6731,11.9649,98.3743,164.819,124.842
6732,12.5789,97.9708,165.146,124.304
6733,12.0234,96.6725,167.216,124.088
6734,12.4561,99.0819,165.088,123.374
6735,11.7485,95.7427,166.573,125.936
6736,12.4269,96.0526,166.234,125.287
6737,12.8655,97.0409,164.655,125.439
6738,12.7251,98.7251,164.351,124.199
6739,12.2281,96.6784,166.409,124.684
6740,11.3977,96.4386,166.48,125.684
6741,12.386,98.4035,165.719,123.491
6742,12.4854,95.5205,165.608,126.386
6743,11.6433,99.6082,164.041,124.708
6744,12.6725,96.2398,165.602,125.485
6745,12.5906,98.1111,165.795,123.503
6746,11.5497,99.4444,165.374,123.632
6747,12.924,98.386,165.924,122.766
6748,12.7778,97.807,165.649,123.766
6749,12.2573,99.7427,162.912,125.088
6750,11.7544,98.9357,164.573,124.737
6751,11.6374,95.6959,166.737,125.93
6752,13.7018,97.3216,164.883,124.094
6753,12.5263,99,165.754,122.719
6754,13.3275,96.9415,166.591,123.14
6755,12.1754,97.3684,166.69,123.766
6756,13.1287,96.6959,165.561,124.614
6757,12.4795,98.0292,166.901,122.591
6758,11.7135,98.1228,166.737,123.427
6759,13.0351,96.6257,163.433,126.906
6760,12.1988,97.9708,165.567,124.263
6761,12.7193,96.9298,167.731,122.62
6762,11.3333,98.9649,166.409,123.292
6763,12.2865,97.7251,164.292,125.696
6764,12.8596,96.731,165.48,124.93
6765,13.0877,95.5263,164.035,127.351
6766,13.345,96.6316,164.807,125.216
6767,12.193,99.0175,162.439,126.351
6768,12.3626,99.3333,164.637,123.667
6769,12.9123,96.8304,166.842,123.415
6770,11.2281,98.1754,164.994,125.602
6771,12.7135,98.3275,164.83,124.129
6772,12.1637,98.614,165.48,123.743
6773,12.6901,100.023,166.579,120.708
6774,12.6023,96.5906,163.702,127.105
6775,12.3275,98.2164,164.099,125.357
6776,12.6082,98.3626,168.076,120.953
6777,12.8772,96.7076,163.725,126.69
6778,11.8363,99.2924,165.497,123.374
6779,13.2807,97.2164,163.257,126.246
6780,11.2164,97.2339,167.392,124.158
6781,11.6491,99.1287,166.614,122.608
6782,11.6608,98.7953,164.058,125.485
6783,14.1287,96.9298,164.713,124.228
6784,13.5439,97.0643,163.006,126.386
6785,12.4094,97.6667,165.865,124.058
6786,12.0117,98.076,167.468,122.444
6787,12.0409,100.48,164.901,122.579
6788,11.4269,97.0292,165.719,125.825
6789,12.7836,98.4386,162.573,126.205
6790,12.193,97.7836,165.76,124.263
6791,11.6959,97.8363,165.38,125.088
6792,12.1287,95.9591,169.69,122.222
6793,11.1871,98.7135,166.018,124.082
6794,11.848,99.6023,166.006,122.544
6795,12.6257,96.7836,166.947,123.643
6796,11.7076,95.1345,165.696,127.462
6797,12.0702,98.9532,164.48,124.497
6798,12.731,98.5673,164.485,124.216
6799,12.3567,98.8129,165.433,123.398
6800,13.0234,96.5906,163.088,127.298
6801,13.193,96.8187,163.684,126.304
6802,13.1754,98.1754,166.023,122.626
6803,12.3158,96.9298,164.532,126.222
6804,11.5789,97.8538,167.48,123.088
6805,12.8187,98.4211,165.789,122.971
6806,11.4795,98.1345,166.368,124.018
6807,13.193,98.3977,164.895,123.515
6808,12.9766,97.3099,164.035,125.678
6809,13.0175,96.9942,167.345,122.643
6810,11.807,99.1345,165.398,123.661
6811,12.2982,97.5439,166.105,124.053
6812,11.9883,99.538,165.433,123.041
6813,11.8947,99.8772,165.082,123.146
6814,12.3392,96.6082,166.86,124.193
6815,12.8421,97.1111,164.023,126.023
6816,13.4152,96.1813,164.93,125.474
6817,11.6725,99.3801,165.281,123.667
6818,13.3275,96.4971,166.737,123.439
6819,11.5673,99.4678,165.649,123.316
6820,11.2398,99.4561,165.175,124.129
6821,13.3099,95.9006,167.93,122.86
6822,11.5965,97.7018,166.842,123.86
6823,12.4094,97.5673,166.48,123.544
6824,11.8713,99.4795,165.444,123.205
6825,12.8713,96.9006,165.667,124.561
6826,13.2339,96.7836,166.567,123.415
6827,11.5556,98.7602,166.503,123.181
6828,11.6433,97.0994,166.567,124.69
6829,13.9298,99.3743,162.322,124.374
6830,11.7836,99.2398,165.737,123.24
6831,12.1754,97.2456,165.871,124.708
6832,12.538,96.8304,166.38,124.251
6833,11.7368,96.5965,168.45,123.216
6834,11.7427,95.6842,164.31,128.263
6835,12.2456,97.7368,164.222,125.795
6836,12.5146,98.9298,165,123.556
6837,11.8187,98.3099,165.468,124.404
6838,11.9532,96.3977,167.088,124.561
6839,12.5029,96.9006,166.211,124.386
6840,11.5029,97.1228,167.702,123.673
6841,12.0175,97.076,164.368,126.538
6842,12.3333,96.8129,167.708,123.146
6843,12.462,100.064,165.813,121.661
6844,12.6082,98.076,163.871,125.444
6845,12.6667,94.3801,167.228,125.725
6846,12.0468,97.9474,166.17,123.836
6847,13.0643,98.6257,164.971,123.339
6848,12.4854,97.6023,167.626,122.287
6849,11.5322,97.3567,165.567,125.544
6850,12.614,97.152,165.023,125.211
6851,12.6608,95.3275,164.912,127.099
6852,12.5965,98.462,166.667,122.275
6853,12.5322,96.2982,166.146,125.023
6854,12.152,99.2807,165.825,122.743
6855,12.0702,97.4854,165.304,125.14
6856,11.8889,98.4444,165.789,123.877
6857,12.4035,98.462,164.994,124.14
6858,12.5848,99.0585,165.713,122.643
6859,13.1287,97.7427,163.789,125.339
6860,12.5439,97.883,163.234,126.339
6861,11.5205,98.4737,167.526,122.48
6862,12.5497,98.8538,166.766,121.83
6863,12.9883,95.3918,165.626,125.994
6864,12.1111,97.2865,166.257,124.345
6865,12.2222,96.538,167.006,124.234
6866,13.1754,96.807,164.187,125.83
6867,12.1462,97.3392,165.62,124.895
6868,12.9883,98.1813,165.029,123.801
6869,12.1345,97.3801,164.982,125.503
6870,11.0819,97.2982,167.392,124.228
6871,12.8187,97.3216,165.708,124.152
6872,12.4912,95.8655,165.86,125.784
6873,11.4211,97.0526,166.129,125.398
6874,12.655,96.4444,164.38,126.52
6875,12.1813,100.69,164.842,122.287
6876,12.7778,95.1462,166.105,125.971
6877,12.7193,96.2281,166.48,124.573
6878,12.9766,97.4971,165.24,124.287
6879,12.3216,98.1345,164.877,124.667
6880,12.8187,97.2749,167.556,122.351
6881,11.8655,99.2924,163.83,125.012
6882,12.0936,99.3684,163.86,124.678
6883,12.2164,97.8187,164.977,124.988
6884,12.2164,98.7368,167.199,121.848
6885,12.6082,96.655,166.205,124.532
6886,11.807,97.3333,164.556,126.304
6887,12.1813,96.2281,166.561,125.029
6888,12.5497,96.883,166.205,124.363
6889,12.5673,96.117,165.55,125.766
6890,12.5322,95.1754,165.135,127.158
6891,12.7719,97.8538,165.749,123.626
6892,13.3333,94.0585,166.404,126.205
6893,12.5497,95.5322,166.901,125.018
6894,13.7427,97.0877,167.275,121.895
6895,11.6257,99.1287,165.865,123.38
6896,10.9766,98.3509,165.871,124.801
6897,12.2164,97.6199,165.596,124.567
6898,11.8889,95.4561,169.17,123.485
6899,12.4854,97.1228,166.918,123.474
6900,12.5673,99.4737,164.667,123.292
6901,13.8187,98.0234,163.749,124.409
6902,12.4211,97.8713,164.883,124.825
6903,12.3509,97.9649,166.374,123.31
6904,12.7135,98.4503,166.088,122.749
6905,13.5205,98.8655,164.105,123.509
6906,11.6959,99.6082,164.865,123.83
6907,12.9298,97.1988,163.754,126.117
6908,12.7719,97.5906,164.474,125.164
6909,12.2982,100.55,164.918,122.234
6910,12.0409,98.2924,166.485,123.181
6911,13.2047,97.076,166.17,123.55
6912,13.5789,97.9766,165.287,123.158
6913,13.6082,96.6433,165.918,123.83
6914,12.076,97.1988,167.702,123.023
6915,12.7076,97.4444,163.363,126.485
6916,11.6257,96.9006,168.655,122.819
6917,12.2982,98.1345,166.333,123.234
6918,11.9825,95.7368,165.427,126.854
6919,12.4737,97.2456,167,123.281
6920,12.3158,98.1111,162.895,126.678
6921,11.5789,100.187,166.38,121.854
6922,13.7778,95.2105,167.345,123.667
6923,12.5263,96.8363,166.199,124.439
6924,11.924,96.7427,166.532,124.801
6925,13.1053,99.655,165.895,121.345
6926,13.1053,96.0643,166.374,124.456
6927,12.5556,96.5497,166.865,124.029
6928,11.4854,96.9883,165.304,126.222
6929,12.4912,97.3801,166.146,123.982
6930,13.3275,96.8889,165.298,124.485
6931,13.7661,96.3216,165.345,124.567
6932,12.8129,96.0117,165.947,125.228
6933,12.9123,97.6842,167.164,122.24
6934,12.3977,97.5789,166.135,123.889
6935,12.6433,97.3216,166.579,123.456
6936,12.1813,99.1404,164.193,124.485
6937,12.7719,97.3392,167.316,122.573
6938,13.7544,98.4211,163.135,124.69
6939,11.5088,98.807,163.509,126.175
6940,13.0234,101.509,165.778,119.69
6941,11.6316,97.7076,167.047,123.614
6942,11.6901,96.7193,165.433,126.158
6943,12.8655,96.1111,166.094,124.93
6944,12.5322,98.3333,166.164,122.971
6945,12.0351,97.0877,165.158,125.719
6946,12.462,98.3567,165.836,123.345
6947,12.731,96.5439,165.041,125.684
6948,13.2632,96.0351,168.351,122.351
6949,12.386,96.4386,166.982,124.193
